Currency,Calibrated sigma,Calibrated lambda,Calibrated jump mean,Calibrated jump vol,Calibration options,BS MAE USD,Merton MAE USD,MAE improvement,BS RMSE USD,Merton RMSE USD
BTC,0.14937842813311092,39.05316679025723,-0.03166443784249698,0.05617024303123604,80,1292.778110857756,401.7344493096712,0.6892471755705075,1939.1398428473453,560.0466203573552
ETH,0.269048118147702,40.053964650392274,-0.031851502419637925,0.06861397059372298,80,36.18567235754615,18.72129017555778,0.4826325184571665,57.69560488957344,29.44584688588799
