currency,model,mean_pnl,median_pnl,std_pnl,mean_abs_pnl,p05,p95,mean_turnover
BTC,black_scholes,-934.1953190624553,-597.648759441526,1188.40555418549,1009.9148002340298,-3065.5774460043926,262.1929079954079,141709.2576591975
BTC,merton,49.07563508368379,251.08242037873566,1051.2455750959577,739.0840119042876,-1869.1960313593686,1260.0640129338183,131696.66423754412
ETH,black_scholes,-41.625586825126604,-21.24453069834644,52.046775436370545,43.809912549369216,-138.9927574672079,8.379924348787194,4077.754895762104
ETH,merton,-3.004614997649753,10.444225145540493,46.229980050749745,34.63842669601655,-91.63910488403782,48.99075805316484,3741.8980403447063
