Currency,Index observations,Return observations,Jump observations,Diffusive sigma,Jump intensity,Jump mean,Jump vol,Worst log return,Best log return
BTC,1460,1459,39,0.27620008526103973,39.05346127484579,-0.005754486930735462,0.03162019472983581,-0.062403917072805015,0.041393087246794025
ETH,1460,1459,40,0.443398204229354,40.05483207676491,-0.007680995009891811,0.04759901710188931,-0.07373261247874474,0.06014350314418593
